product_id,trial_number,pricing_strategy,conversion_rate,avg_transaction_value
1,1,standard,0.21964691855978616,74.61481274181816
1,2,standard,0.17861393349503796,68.50374434773337
1,3,standard,0.17268514535642032,70.15176144774576
1,1,discount_10,0.20513147690828912,86.48867075735978
1,2,discount_10,0.2219468969785563,65.79471360332474
1,3,discount_10,0.1923106460124461,94.04642534605163
1,1,premium,0.24807641983846154,82.0382106767071
1,2,premium,0.2184829738584863,85.82545999031173
1,3,premium,0.1980931901484361,88.87092085596645
2,1,standard,0.18921175181941505,79.7900017569809
2,2,standard,0.18431780161508693,97.38975658904053
2,3,standard,0.22290497073840415,82.66788727926838
2,1,discount_10,0.19385722446796244,92.12884306286884
2,2,discount_10,0.15596778966095684,82.61065140691298
2,3,discount_10,0.18980442553304314,88.49049264909908
2,1,premium,0.22379954057320356,88.35595204189553
2,2,premium,0.16824917304535,87.99963927346637
2,3,premium,0.16754517561474924,73.30830580454897
3,1,standard,0.20315513738418384,90.23050924656928
3,2,standard,0.2031827587096866,81.17251613080485
3,3,standard,0.2134400958551321,92.56585636587901
3,1,discount_10,0.23494317940777895,59.17007866705235
3,2,discount_10,0.22244553248606352,67.41860533534059
3,3,discount_10,0.2111023510677583,89.36134674562034
3,1,premium,0.22224433825702217,107.35513102126274
3,2,premium,0.18229589138531782,95.02070496173484
3,3,premium,0.1861788655622314,76.81058878960023
4,1,standard,0.17282632308789556,64.69537101546453
4,2,standard,0.17937140463888293,93.91223465393942
4,3,standard,0.21309761238544878,84.03300133548458
4,1,discount_10,0.1592104939945075,92.08845061473262
4,2,discount_10,0.19337011726795283,86.38358466652949
4,3,discount_10,0.19308627633296438,85.35571510144594
4,1,premium,0.19936850976503062,120.50350535071811
4,2,premium,0.1925830290295828,84.92644046745305
4,3,premium,0.18122612229724652,83.08905748896082
5,1,standard,0.19263513069628083,83.54261589515174
5,2,standard,0.23933891631171347,77.99755939950812
5,3,standard,0.24441600182038797,96.88159473658375
5,1,discount_10,0.20018366758843364,80.7549479946238
5,2,discount_10,0.21239529517921113,92.63131246773507
5,3,discount_10,0.16156183950792957,88.41523635776268
5,1,premium,0.1817285481820321,99.62783034558912
5,2,premium,0.1914826211953632,90.04215516386034
5,3,premium,0.2366309157883366,70.43938262862824
6,1,standard,0.17504553653965066,69.08214657935271
6,2,standard,0.19830342642627044,101.90042975292282
6,3,standard,0.2485559785610705,77.6954703608267
6,1,discount_10,0.20194851192598093,69.15276904252417
6,2,discount_10,0.21128945257629678,76.9645768015629
6,3,discount_10,0.16206286659903238,100.1755034436161
6,1,premium,0.2326340800506833,67.95744401261786
6,2,premium,0.21030601284109274,74.60205755488468
6,3,premium,0.2045068006466465,76.99830989444177
7,1,standard,0.18427638337743085,69.98572151832165
7,2,standard,0.1804120789027184,70.78807193786004
7,3,standard,0.19170222110247015,66.7827042968361
7,1,discount_10,0.21813007657927966,79.46575104235933
7,2,discount_10,0.2375456841795175,80.74109401911898
7,3,discount_10,0.2010422337478011,76.80954214956033
7,1,premium,0.21693137829622722,65.1556259323883
7,2,premium,0.20859365525622128,100.04003136227195
7,3,premium,0.21249035020955997,69.05105404993407
8,1,standard,0.21746890509878247,88.33640454427446
8,2,standard,0.23423424376202573,72.10280088257349
8,3,standard,0.15831949883324387,93.01980240089833
8,1,discount_10,0.22636828414433383,96.46998826200597
8,2,discount_10,0.1743666374536874,74.46863696046813
8,3,discount_10,0.1694222960578771,61.91541124363449
8,1,premium,0.2072456957491473,93.34944782967528
8,2,premium,0.1595712516612387,107.50960656056363
8,3,premium,0.23853268262751395,89.9883344787092
9,1,standard,0.21272489720512688,86.92653305775661
9,2,standard,0.22234163581899546,94.83712731532228
9,3,standard,0.1516129206695017,94.18065815196421
9,1,discount_10,0.20944318794450426,75.05213399486787
9,2,discount_10,0.20567851923942887,77.09018427164023
9,3,discount_10,0.16589596441447227,92.33348260067093
9,1,premium,0.1653070515124773,83.27183983023649
9,2,premium,0.2195529528770911,100.79926715036262
9,3,premium,0.18187664263818765,76.5478942344549
10,1,standard,0.21919702955318196,94.00731900242178
10,2,standard,0.20543832497177722,89.11165577643074
10,3,standard,0.18889505741231447,83.48274923548439
10,1,discount_10,0.24251324896139861,99.11092926201529
10,2,discount_10,0.23416699969127164,93.16085839440916
10,3,discount_10,0.18573975666831763,72.94039415941475
10,1,premium,0.15435914637990406,92.68262416503816
10,2,premium,0.18047680734110974,101.4998875779304
10,3,premium,0.1898185681917981,83.43466373218452
11,1,standard,0.3116446479586771,75.51344149615026
11,2,standard,0.34939660266442224,71.30352852356475
11,3,standard,0.2662689325432697,77.86396114324648
11,1,discount_10,0.31913121579210635,84.8620068605291
11,2,discount_10,0.29711299915308875,69.82331700421253
11,3,discount_10,0.309921233831023,64.5364243926276
11,1,premium,0.23964656880525043,74.24250089018074
11,2,premium,0.27185391805440035,64.2027502134125
11,3,premium,0.25131126670407117,83.23218441282631
12,1,standard,0.2646492818262822,73.73310230006199
12,2,standard,0.28670666004587025,60.44598155449194
12,3,standard,0.3066611915213293,74.5139248526149
12,1,discount_10,0.2337681030573858,76.0738501420591
12,2,discount_10,0.2370163435863305,82.49135613359717
12,3,discount_10,0.26185747884088006,76.5463645684579
12,1,premium,0.30600336376661164,96.68726456839809
12,2,premium,0.33004580928519384,72.81296148461
12,3,premium,0.29192345482357274,77.37601451417693
13,1,standard,0.3310788233781856,76.9708938573733
13,2,standard,0.27002891546584895,75.17371615592977
13,3,standard,0.2611824266253894,79.4242558501294
13,1,discount_10,0.2660544078269182,83.41231297197673
13,2,discount_10,0.24224063779666288,91.40098703536435
13,3,discount_10,0.32778464248524575,62.307438726055366
13,1,premium,0.2640272099688625,72.89657126193879
13,2,premium,0.29180810978822946,73.52228574647756
13,3,premium,0.2952116908541483,87.37850297361706
14,1,standard,0.2877992977216532,74.43336938926656
14,2,standard,0.2203494483946617,59.04824406920682
14,3,standard,0.3484849045067666,78.87730463866576
14,1,discount_10,0.33769440483600927,77.66310768459061
14,2,discount_10,0.2469926619555222,79.79751565771315
14,3,discount_10,0.25802362366301523,67.59837119020519
14,1,premium,0.28760131989942284,95.19034681084503
14,2,premium,0.3372484784458871,74.76140216214654
14,3,premium,0.347872015038524,76.11703141506334
15,1,standard,0.2534804683400308,68.99991430190839
15,2,standard,0.2933666755802216,68.68997996125276
15,3,standard,0.32490592893783327,65.77263040251215
15,1,discount_10,0.2712681070138607,74.06689148218842
15,2,discount_10,0.3150394946597924,68.42418161243366
15,3,discount_10,0.24093897187579794,98.56467341225222
15,1,premium,0.29809081381836666,59.11507619613185
15,2,premium,0.33256237957942436,66.71669451818207
15,3,premium,0.3478578091964622,73.98585571542985
16,1,standard,0.23031755274914203,84.73491278098325
16,2,standard,0.2756851457111234,73.86243118619937
16,3,standard,0.2465905717410356,84.75963393002978
16,1,discount_10,0.2785827437674355,68.13196110709679
16,2,discount_10,0.291209264441751,78.59291133894706
16,3,discount_10,0.2321324723480767,95.44041087010834
16,1,premium,0.25859190081248834,68.32255604300522
16,2,premium,0.34058595121977914,82.19567675895395
16,3,premium,0.2939704850859254,80.0692751928326
17,1,standard,0.2794635596780696,55.4846501401213
17,2,standard,0.3179583788037549,72.1102945352932
17,3,standard,0.3164420797394648,89.3115190530599
17,1,discount_10,0.22631527426975495,79.35077672484698
17,2,discount_10,0.31213066140755696,65.87731037103936
17,3,discount_10,0.32910163521466085,84.90777272915643
17,1,premium,0.241571924946904,73.20877054685647
17,2,premium,0.32152973193999446,81.60050728080837
17,3,premium,0.25724976017478324,81.76920114437631
18,1,standard,0.25984106793284245,66.81304398854427
18,2,standard,0.30648399049545877,85.89828034734299
18,3,standard,0.23448098230900305,67.92491198764824
18,1,discount_10,0.3064334183444283,64.9421413365836
18,2,discount_10,0.3354213830479089,69.17171012277963
18,3,discount_10,0.3105204648706028,74.53909966136806
18,1,premium,0.2772426239665032,79.09403156441262
18,2,premium,0.2769678699690392,70.2741626762756
18,3,premium,0.31946249238110985,85.44819312395116
19,1,standard,0.29353346015936477,80.51464184043594
19,2,standard,0.23103754121493628,71.05201784894497
19,3,standard,0.2957472414219826,86.88992917594855
19,1,discount_10,0.32592968137614325,89.61068357646484
19,2,discount_10,0.26381862984818927,77.01315303190486
19,3,discount_10,0.3405849553448006,75.85016955036109
19,1,premium,0.31759321004461183,60.26228646743648
19,2,premium,0.29462829726949535,73.92487407608532
19,3,premium,0.3177137185430794,75.08493287434635
20,1,standard,0.2302893648959667,80.45379407259692
20,2,standard,0.33172057983847947,76.31573568369527
20,3,standard,0.32679553471607253,80.44026938140495
20,1,discount_10,0.33828331574932713,93.34090289303865
20,2,discount_10,0.2367220556762194,72.70085901366323
20,3,discount_10,0.23063141132221807,73.09027717434154
20,1,premium,0.23799402446160667,64.90834685697419
20,2,premium,0.271919232313364,77.91339533258414
20,3,premium,0.2751598919405289,87.7681298246961
21,1,standard,0.14497747029847247,71.73394476211445
21,2,standard,0.1097794839706004,88.01214549470919
21,3,standard,0.11611196011050967,98.53910753755878
21,1,discount_10,0.16493154786272174,110.75154325286655
21,2,discount_10,0.13743900592453995,103.74305358540298
21,3,discount_10,0.1646350567586888,102.88195442273197
21,1,premium,0.10059411028356904,94.63530821043649
21,2,premium,0.14412741807859245,105.22811385528072
21,3,premium,0.17455457184613424,113.21455825300191
22,1,standard,0.1465740367316696,72.36512335176195
22,2,standard,0.11648765819562193,108.928031012527
22,3,standard,0.1574206049823646,96.5186029119993
22,1,discount_10,0.1303188679759134,90.05016703678228
22,2,discount_10,0.15347071578075677,61.35386321181028
22,3,discount_10,0.10234557783150171,77.29473014518551
22,1,premium,0.15087202874810848,123.47088488370876
22,2,premium,0.10257583479503393,87.67177201304668
22,3,premium,0.15958245241134128,81.72846843120377
23,1,standard,0.1378330401790764,91.15361065784612
23,2,standard,0.1097403484378443,86.8227916721211
23,3,standard,0.14341087406308048,99.86537948928373
23,1,discount_10,0.10534195545800037,120.75460517369918
23,2,discount_10,0.15226918970824324,89.2007607372168
23,3,discount_10,0.179686906189426,100.31435075827807
23,1,premium,0.161551786965917,80.79144288139648
23,2,premium,0.14590192909270594,120.80249663309797
23,3,premium,0.10821082073686367,100.83565163621165
24,1,standard,0.15598672598183316,81.7727131506407
24,2,standard,0.1528934293862345,111.56459330201963
24,3,standard,0.10392777044982211,115.9998147287392
24,1,discount_10,0.16338394414756724,100.42184545111454
24,2,discount_10,0.14149732727124043,73.40904548688836
24,3,discount_10,0.13406941553599352,124.77753220274712
24,1,premium,0.16305497388811724,102.65183780939789
24,2,premium,0.13292553785670697,115.5568144604218
24,3,premium,0.13848210204041228,89.73660192324286
25,1,standard,0.11453030741390598,92.0206411289915
25,2,standard,0.1257055119605143,99.65679663935848
25,3,standard,0.16764263972500548,114.7010251705382
25,1,discount_10,0.11495229991413723,100.14485042250742
25,2,discount_10,0.13338328487226753,79.14749281199478
25,3,discount_10,0.17912276059162396,101.92983795175012
25,1,premium,0.11892798493644155,122.4430129176615
25,2,premium,0.17334658663510633,98.98709423694247
25,3,premium,0.17347179742445062,99.94078285664723
26,1,standard,0.10730370737625615,79.0618438582427
26,2,standard,0.1370922179908413,76.95516368415741
26,3,standard,0.14017730682582297,88.43461791780138
26,1,discount_10,0.1250935160041702,93.10223530071914
26,2,discount_10,0.10378716297901897,99.5609110251542
26,3,discount_10,0.11933485097963183,100.48935461711265
26,1,premium,0.10764237132442887,122.02861476525392
26,2,premium,0.11905999245699295,98.88031157674865
26,3,premium,0.16462328690321248,113.96634032616362
27,1,standard,0.17159826303088094,97.41005998032627
27,2,standard,0.10345783136637175,119.73355417438641
27,3,standard,0.12415574690101752,69.94403781879198
27,1,discount_10,0.178446575887543,89.01902349982356
27,2,discount_10,0.14316038580429882,112.74550094388862
27,3,discount_10,0.1501047489367885,95.42605992114926
27,1,premium,0.10044363267255237,111.97294420081948
27,2,premium,0.13879275547540473,103.77599154165907
27,3,premium,0.17906628276979097,112.1881547556955
28,1,standard,0.13001484219862386,107.19601592043264
28,2,standard,0.1077630526911089,108.10473400720625
28,3,standard,0.13695270092547587,120.38683080727324
28,1,discount_10,0.17704035727938067,112.79711028051409
28,2,discount_10,0.12734644908520132,112.90710060704615
28,3,discount_10,0.16391381865720106,98.30628138178365
28,1,premium,0.16390770649704495,89.27224685274692
28,2,premium,0.11665986373911494,88.10659867591555
28,3,premium,0.13546941614409694,109.2641689578452
29,1,standard,0.15724810201234438,61.423091539324645
29,2,standard,0.13284158283311423,78.39232717543571
29,3,standard,0.1152805564296337,83.55119471181816
29,1,discount_10,0.17739954454451345,94.28567931959574
29,2,discount_10,0.15206002931810347,58.52842944787499
29,3,discount_10,0.16923678812183196,116.88081953883999
29,1,premium,0.1020193886239715,107.0026285449439
29,2,premium,0.12135246518329078,127.7687359768785
29,3,premium,0.14016568802613943,113.93321703384173
30,1,standard,0.10539589081040414,113.45568996728042
30,2,standard,0.17944266088758332,131.760140465463
30,3,standard,0.11891699169584231,89.43562869713855
30,1,discount_10,0.12994337458763583,75.44812401125908
30,2,discount_10,0.1171209531926677,94.5146390526089
30,3,discount_10,0.10843566928843607,85.6251191922926
30,1,premium,0.11859838284833886,94.1473195846333
30,2,premium,0.12404881084025637,82.24671514612865
30,3,premium,0.15075538143195513,106.51820101180995
